2,3798
3,2085
1,4243
3,1759
0,0
0,0
0,0
2,2173
2,3479
3,1664
3,1558
2,3933
3,2396
1,5587
0,0
3,2395
1,4244
2,3759
0,0
2,3743
1,5987
2,3934
0,0
1,5067
0,0
3,2006
0,0
2,2794
3,1631
2,3570
0,0
3,1318
2,2878
2,3931
1,5671
2,2298
3,2036
1,4198
0,0
0,0
3,1094
0,0
1,5092
0,0
2,3510
1,5567
3,1721
2,2333
1,4397
1,4293
3,2090
3,2448
3,1737
3,2419
1,5614
2,2679
1,5580
2,3964
2,2791
1,5110
1,4347
2,2600
3,1690
0,0
3,2220
2,3621
3,2532
3,1311
0,0
0,0
0,0
0,0
1,4522
0,0
0,0
0,0
0,0
2,2321
2,3536
2,2995
1,4872
3,2106
1,5844
1,5160
3,1399
1,5273
0,0
0,0
1,5004
3,2624
0,0
3,1324
3,2307
3,1229
1,5394
2,2820
3,2767
2,3085
3,2112
2,2295
1,4465
1,5141
2,3939
2,2332
2,3376
0,0
1,4827
1,4953
0,0
1,5628
2,3403
2,3881
1,4790
2,3968
0,0
3,1633
0,0
0,0
2,2932
1,5407
3,2773
1,4442
3,2242
3,2833
3,2290
1,4455
3,2475
0,0
3,1923
3,1675
0,0
2,2866
0,0
0,0
2,2179
3,1960
2,3300
2,3005
3,1440
0,0
1,4956
3,2331
2,3565
2,2981
2,2321
0,0
2,3920
3,2208
3,2094
1,5172
1,5886
1,5575
1,5852
0,0
3,2559
2,3475
3,1099
2,2641
0,0
3,1514
1,4592
2,3827
0,0
2,2401
0,0
3,1283
0,0
0,0
0,0
3,2361
2,3118
2,2898
3,1189
0,0
0,0
0,0
2,2155
3,2655
0,0
0,0
3,2861
3,1399
0,0
3,1019
3,2253
1,5629
0,0
2,3343
2,3522
2,3449
3,2970
3,2597
2,2568
2,2884
3,1715
1,5617
0,0
2,2940
2,2098
2,3386
3,2902
0,0
0,0
0,0
2,2199
0,0
0,0
2,2581
1,4242
0,0
2,3216
0,0
0,0
3,2069
0,0
3,2055
0,0
0,0
2,2063
1,5644
3,1920
3,1522
3,2503
1,4099
3,2289
3,1369
3,1546
1,4552
1,4297
0,0
2,3530
2,3435
2,2121
2,3718
1,4718
1,4553
1,5653
2,3804
3,2196
2,3840
3,1166
2,2240
0,0
3,1619
0,0
3,2995
3,1334
1,5496
0,0
1,5944
1,4244
2,3963
3,2999
2,2862
0,0
3,2149
0,0
0,0
2,3367
3,2179
1,4880
3,1627
2,3544
3,2045
0,0
2,3448
2,2390
3,1504
2,3228
3,2775
0,0
2,2077
0,0
3,1046
0,0
0,0
2,3600
2,3944
0,0
1,5554
1,5237
0,0
3,1718
2,2864
3,2164
0,0
2,3520
1,5454
1,4096
2,2073
2,2425
1,5366
2,2431
3,2016
1,5118
3,1068
1,4828
2,2857
3,1442
1,5214
3,1248
0,0
1,5607
2,3462
0,0
1,5962
3,1272
2,3975
2,3075
0,0
2,3964
2,2995
3,2773
0,0
2,2560
3,2172
0,0
1,4497
1,5931
0,0
2,2951
2,2268
1,5978
1,4962
1,4207
2,2538
0,0
3,1911
1,5101
2,3401
0,0
1,4277
1,4756
2,3465
0,0
1,5529
1,5691
0,0
1,4037
1,5921
0,0
1,4815
1,4291
2,2365
0,0
3,2086
0,0
1,5972
3,2878
1,4032
1,5264
3,1208
2,3515
2,2665
0,0
2,3527
1,5058
0,0
3,1616
1,5221
1,5077
1,5660
0,0
0,0
0,0
2,3965
3,1234
2,3180
3,2773
0,0
2,2620
3,1349
3,1758
2,2389
0,0
3,1851
2,3325
1,5385
3,2311
3,1982
0,0
3,1957
2,3894
3,1098
1,5847
3,1452
2,3352
1,5802
2,3724
1,5891
0,0
3,2525
3,2754
3,2787
2,3792
1,4387
1,5438
2,2046
2,2346
2,2568
2,2170
3,1371
3,2292
1,5497
0,0
3,2003
2,2934
0,0
1,5494
3,1829
3,2994
1,4511
3,1647
0,0
1,4697
3,1184
2,3837
1,4005
1,4326
1,4039
1,5496
1,4413
1,4654
1,5522
1,4983
1,4562
3,2789
1,4713
3,2715
2,3721
2,3882
1,4807
0,0
1,5852
2,3616
1,5571
0,0
3,2228
2,3019
1,5147
1,4906
2,3118
1,5156
2,2990
2,2648
3,2689
2,2605
3,2182
3,2950
1,5640
3,1878
1,5365
3,1682
3,2137
2,3530
1,4884
3,2348
0,0
1,5634
1,5139
0,0
3,2068
1,5387
2,3710
0,0
2,3915
1,5756
1,5879
3,2547
0,0
3,2201
3,2549
2,3649
2,3373
3,1258
2,3614
0,0
2,2923
2,2588
2,2104
0,0
3,2342
0,0
0,0
0,0
3,2821
1,4914
2,3626
2,2092
2,2843
0,0
2,2049
2,3084
0,0
1,4623
0,0
3,2831
3,2770
0,0
2,2953
0,0
1,4916
1,5683
0,0
2,2746
1,5611
3,2083
1,4610
1,5092
1,4467
2,2190
3,2546
3,1732
3,2126
1,5085
2,2912
1,4491
1,4153
1,4080
3,1531
0,0
2,2940
0,0
3,2729
3,2890
3,2855
3,1995
3,2116
1,5857
0,0
2,2741
1,5181
2,3698
0,0
3,1608
2,3861
0,0
2,3479
2,2482
1,4330
3,2436
0,0
1,4401
1,4895
0,0
0,0
0,0
1,4875
0,0
0,0
1,5171
1,4680
0,0
0,0
1,4585
0,0
1,4322
0,0
2,2623
2,3238
3,1597
3,1844
1,4215
0,0
0,0
2,2256
3,2740
3,2187
2,2640
2,2312
1,4210
2,3777
2,3269
2,3431
3,1789
0,0
1,5068
1,5311
0,0
2,2373
0,0
1,5353
2,2242
1,5520
1,4051
3,1737
3,2957
2,3403
2,2185
2,2463
1,4623
2,3023
0,0
0,0
0,0
0,0
2,3416
1,4805
1,4461
1,4604
3,2404
1,5606
1,5666
3,2805
3,2656
3,2196
3,2216
3,2532
3,2131
2,2279
2,3447
0,0
2,2595
1,4542
2,3155
0,0
3,2292
3,2228
1,5178
1,5004
2,2737
0,0
1,5835
2,2132
3,1763
0,0
1,5951
3,1113
3,2351
0,0
0,0
1,4381
0,0
0,0
0,0
2,3607
1,5682
2,3808
1,5388
1,4726
2,2996
3,2028
3,2188
3,1866
0,0
1,5423
0,0
1,5612
1,4660
3,1821
0,0
2,3850
3,1478
2,2426
2,3629
0,0
0,0
0,0
3,1642
3,2360
2,3257
2,3174
1,4063
2,2671
0,0
2,2710
1,4556
1,4091
0,0
1,5388
0,0
0,0
0,0
0,0
2,2003
2,2668
3,1035
3,2147
3,1060
3,1829
2,3265
2,2389
0,0
0,0
1,4873
