t(s)	|v|		|w|		|xc|	|yc|	|θ|
-------------------------------------------------
5.25	1.00	0.63	2.67	-0.30	3.30
5.30	1.00	0.63	2.67	-0.38	3.34
5.35	1.00	0.63	2.66	-0.45	3.37
5.40	1.00	0.63	2.65	-0.49	3.39
5.45	1.00	0.63	2.64	-0.57	3.43
5.50	1.00	0.63	2.63	-0.64	3.47
5.55	1.00	0.63	2.62	-0.68	3.49
5.60	1.00	0.63	2.61	-0.75	3.52
5.65	1.00	0.63	2.59	-0.83	3.56
5.70	1.00	0.63	2.59	-0.86	3.58
5.75	1.00	0.63	2.57	-0.93	3.62
5.80	1.00	0.63	2.55	-1.00	3.66
5.85	1.00	0.63	2.54	-1.04	3.68
5.90	1.00	0.63	2.52	-1.10	3.71
5.95	1.00	0.63	2.50	-1.17	3.75
6.00	1.00	0.63	2.48	-1.20	3.77
6.05	1.00	0.63	2.46	-1.27	3.81
6.10	1.00	0.63	2.45	-1.30	3.83
6.15	1.00	0.63	2.42	-1.36	3.86
6.20	1.00	0.63	2.39	-1.42	3.90
6.25	1.00	0.63	2.38	-1.44	3.92
6.30	1.00	0.63	2.35	-1.50	3.96
6.35	1.00	0.63	2.32	-1.55	4.00
6.40	1.00	0.63	2.30	-1.58	4.01
6.45	1.00	0.63	2.27	-1.63	4.05
6.50	1.00	0.63	2.24	-1.68	4.09
6.55	1.00	0.63	2.22	-1.70	4.11
6.60	1.00	0.63	2.19	-1.74	4.15
6.65	1.00	0.63	2.15	-1.78	4.18
6.70	1.00	0.63	2.14	-1.80	4.20
6.75	1.00	0.63	2.10	-1.84	4.24
6.80	1.00	0.63	2.06	-1.88	4.28
6.85	1.00	0.63	2.05	-1.89	4.30
6.90	1.00	0.63	2.01	-1.92	4.34
6.95	1.00	0.63	1.97	-1.95	4.37
7.00	1.00	0.63	1.95	-1.97	4.39
7.05	1.00	0.63	1.91	-1.99	4.43
7.10	1.00	0.63	1.87	-2.01	4.47
7.15	1.00	0.63	1.85	-2.02	4.49
7.20	1.00	0.63	1.81	-2.04	4.52
7.25	1.00	0.63	1.77	-2.05	4.56
7.30	1.00	0.63	1.75	-2.06	4.58
7.35	1.00	0.63	1.71	-2.07	4.62
7.40	1.00	0.63	1.67	-2.07	4.66
7.45	1.00	0.63	1.65	-2.07	4.67
7.50	1.00	0.63	1.61	-2.08	4.71
7.55	1.00	0.63	1.57	-2.08	4.75
7.60	1.00	0.63	1.54	-2.07	4.77
7.65	1.00	0.63	1.50	-2.07	4.81
7.70	1.00	0.63	1.46	-2.06	4.84
7.75	1.00	0.63	1.44	-2.06	4.86
7.80	1.00	0.63	1.40	-2.04	4.90
7.85	1.00	0.63	1.36	-2.03	4.94
7.90	1.00	0.63	1.34	-2.02	4.96
7.95	1.00	0.63	1.30	-2.00	5.00
8.00	1.00	0.63	1.26	-1.97	5.03
8.05	1.00	0.63	1.24	-1.96	5.05
8.10	1.00	0.63	1.20	-1.94	5.09
8.15	1.00	0.63	1.17	-1.91	5.13
8.20	1.00	0.63	1.15	-1.89	5.15
8.25	1.00	0.63	1.11	-1.86	5.18
8.30	1.00	0.63	1.07	-1.82	5.22
8.35	1.00	0.63	1.05	-1.80	5.24
8.40	1.00	0.63	1.02	-1.76	5.28
8.45	1.00	0.63	0.98	-1.72	5.32
8.50	1.00	0.63	0.97	-1.69	5.33
8.55	1.00	0.63	0.93	-1.65	5.37
8.60	1.00	0.63	0.90	-1.60	5.41
8.65	1.00	0.63	0.89	-1.57	5.43
8.70	1.00	0.63	0.86	-1.52	5.47
8.75	1.00	0.63	0.83	-1.47	5.50
8.80	1.00	0.63	0.81	-1.44	5.52
8.85	1.00	0.63	0.78	-1.38	5.56
8.90	1.00	0.63	0.76	-1.32	5.60
8.95	1.00	0.63	0.74	-1.29	5.62
9.00	1.00	0.63	0.72	-1.23	5.65
9.05	1.00	0.63	0.69	-1.16	5.69
9.10	1.00	0.63	0.68	-1.13	5.71
9.15	1.00	0.63	0.66	-1.06	5.75
9.20	1.00	0.63	0.64	-0.99	5.79
9.25	1.00	0.63	0.63	-0.96	5.81
9.30	1.00	0.63	0.61	-0.89	5.84
9.35	1.00	0.63	0.59	-0.82	5.88
9.40	1.00	0.63	0.58	-0.78	5.90
9.45	1.00	0.63	0.57	-0.71	5.94
9.50	1.00	0.63	0.56	-0.63	5.98
9.55	1.00	0.63	0.55	-0.60	5.99
9.60	1.00	0.63	0.54	-0.52	6.03
9.65	1.00	0.63	0.53	-0.44	6.07
9.70	1.00	0.63	0.52	-0.40	6.09
9.75	1.00	0.63	0.52	-0.33	6.13
9.80	1.00	0.63	0.51	-0.25	6.16
9.85	1.00	0.63	0.51	-0.21	6.18
9.90	1.00	0.63	0.50	-0.13	6.22
9.95	1.00	0.63	0.50	-0.05	6.26
10.00	1.00	0.63	0.50	-0.01	6.28
10.05	1.00	-0.63	0.50	0.05	6.28
10.10	1.00	-0.63	0.50	0.09	6.24
10.15	1.00	-0.63	0.50	0.11	6.22
10.20	1.00	-0.63	0.49	0.15	6.18
10.25	1.00	-0.63	0.48	0.19	6.14
10.30	1.00	-0.63	0.48	0.21	6.13
10.35	1.00	-0.63	0.46	0.25	6.09
10.40	1.00	-0.63	0.45	0.29	6.05
10.45	1.00	-0.63	0.44	0.31	6.03
10.50	1.00	-0.63	0.42	0.35	5.99
10.55	1.00	-0.63	0.39	0.39	5.96
10.60	1.00	-0.63	0.38	0.41	5.94
10.65	1.00	-0.63	0.35	0.45	5.90
10.70	1.00	-0.63	0.32	0.49	5.86
10.75	1.00	-0.63	0.31	0.51	5.84
10.80	1.00	-0.63	0.27	0.54	5.81
10.85	1.00	-0.63	0.24	0.58	5.77
10.90	1.00	-0.63	0.22	0.60	5.75
10.95	1.00	-0.63	0.18	0.63	5.71
11.00	1.00	-0.63	0.13	0.67	5.67
11.05	1.00	-0.63	0.11	0.68	5.65
11.10	1.00	-0.63	0.06	0.72	5.62
11.15	1.00	-0.63	0.01	0.75	5.58
11.20	1.00	-0.63	-0.01	0.77	5.56
11.25	1.00	-0.63	-0.07	0.80	5.52
11.30	1.00	-0.63	-0.09	0.81	5.50
11.35	1.00	-0.63	-0.15	0.84	5.47
11.40	1.00	-0.63	-0.21	0.87	5.43
11.45	1.00	-0.63	-0.24	0.88	5.41
11.50	1.00	-0.63	-0.30	0.91	5.37
11.55	1.00	-0.63	-0.36	0.93	5.33
11.60	1.00	-0.63	-0.39	0.95	5.32
11.65	1.00	-0.63	-0.46	0.97	5.28
11.70	1.00	-0.63	-0.52	0.99	5.24
11.75	1.00	-0.63	-0.56	1.00	5.22
11.80	1.00	-0.63	-0.63	1.02	5.18
11.85	1.00	-0.63	-0.70	1.04	5.15
11.90	1.00	-0.63	-0.73	1.05	5.13
11.95	1.00	-0.63	-0.81	1.06	5.09
12.00	1.00	-0.63	-0.88	1.08	5.05
12.05	1.00	-0.63	-0.92	1.09	5.03
12.10	1.00	-0.63	-0.99	1.10	5.00
12.15	1.00	-0.63	-1.07	1.11	4.96
12.20	1.00	-0.63	-1.11	1.12	4.94
12.25	1.00	-0.63	-1.18	1.12	4.90
12.30	1.00	-0.63	-1.26	1.13	4.86
12.35	1.00	-0.63	-1.30	1.14	4.84
12.40	1.00	-0.63	-1.38	1.14	4.81
12.45	1.00	-0.63	-1.46	1.14	4.77
12.50	1.00	-0.63	-1.50	1.15	4.75
12.55	1.00	-0.63	-1.58	1.15	4.71
12.60	1.00	-0.63	-1.66	1.15	4.67
12.65	1.00	-0.63	-1.69	1.15	4.66
12.70	1.00	-0.63	-1.77	1.14	4.62
12.75	1.00	-0.63	-1.85	1.14	4.58
12.80	1.00	-0.63	-1.89	1.14	4.56
12.85	1.00	-0.63	-1.97	1.13	4.52
12.90	1.00	-0.63	-2.05	1.12	4.49
12.95	1.00	-0.63	-2.08	1.12	4.47
13.00	1.00	-0.63	-2.16	1.11	4.43
13.05	1.00	-0.63	-2.24	1.10	4.39
13.10	1.00	-0.63	-2.27	1.09	4.37
13.15	1.00	-0.63	-2.35	1.08	4.34
13.20	1.00	-0.63	-2.42	1.06	4.30
13.25	1.00	-0.63	-2.46	1.05	4.28
13.30	1.00	-0.63	-2.53	1.03	4.24
13.35	1.00	-0.63	-2.60	1.02	4.20
13.40	1.00	-0.63	-2.63	1.01	4.18
13.45	1.00	-0.63	-2.70	0.98	4.15
13.50	1.00	-0.63	-2.77	0.96	4.11
13.55	1.00	-0.63	-2.80	0.95	4.09
13.60	1.00	-0.63	-2.86	0.93	4.05
13.65	1.00	-0.63	-2.92	0.90	4.01
13.70	1.00	-0.63	-2.95	0.89	4.00
13.75	1.00	-0.63	-3.01	0.86	3.96
13.80	1.00	-0.63	-3.07	0.83	3.92
13.85	1.00	-0.63	-3.10	0.82	3.90
13.90	1.00	-0.63	-3.15	0.79	3.86
13.95	1.00	-0.63	-3.20	0.76	3.83
14.00	1.00	-0.63	-3.23	0.74	3.81
14.05	1.00	-0.63	-3.27	0.71	3.77
14.10	1.00	-0.63	-3.32	0.68	3.73
14.15	1.00	-0.63	-3.34	0.66	3.71
14.20	1.00	-0.63	-3.38	0.62	3.68
14.25	1.00	-0.63	-3.42	0.59	3.64
14.30	1.00	-0.63	-3.44	0.57	3.62
14.35	1.00	-0.63	-3.48	0.53	3.58
14.40	1.00	-0.63	-3.51	0.50	3.54
14.45	1.00	-0.63	-3.53	0.48	3.52
14.50	1.00	-0.63	-3.55	0.44	3.49
14.55	1.00	-0.63	-3.58	0.40	3.45
14.60	1.00	-0.63	-3.59	0.38	3.43
14.65	1.00	-0.63	-3.61	0.34	3.39
14.70	1.00	-0.63	-3.63	0.30	3.36
14.75	1.00	-0.63	-3.64	0.28	3.34
14.80	1.00	-0.63	-3.65	0.24	3.30
14.85	1.00	-0.63	-3.67	0.20	3.26
14.90	1.00	-0.63	-3.67	0.18	3.24
14.95	1.00	-0.63	-3.68	0.14	3.20
15.00	1.00	-0.63	-3.68	0.10	3.17
15.05	1.00	-0.63	-3.68	0.08	3.15
15.10	1.00	-0.63	-3.68	0.04	3.11
15.15	1.00	-0.63	-3.68	-0.01	3.07
15.20	1.00	-0.63	-3.68	-0.03	3.05
15.25	1.00	-0.63	-3.67	-0.07	3.02
15.30	1.00	-0.63	-3.66	-0.11	2.98
15.35	1.00	-0.63	-3.65	-0.13	2.96
15.40	1.00	-0.63	-3.64	-0.17	2.92
15.45	1.00	-0.63	-3.62	-0.21	2.88
15.50	1.00	-0.63	-3.61	-0.23	2.87
15.55	1.00	-0.63	-3.59	-0.27	2.83
15.60	1.00	-0.63	-3.56	-0.31	2.79
15.65	1.00	-0.63	-3.55	-0.33	2.77
15.70	1.00	-0.63	-3.52	-0.36	2.73
15.75	1.00	-0.63	-3.48	-0.40	2.70
15.80	1.00	-0.63	-3.47	-0.42	2.68
15.85	1.00	-0.63	-3.43	-0.46	2.64
15.90	1.00	-0.63	-3.39	-0.49	2.60
15.95	1.00	-0.63	-3.37	-0.51	2.58
16.00	1.00	-0.63	-3.33	-0.55	2.54
16.05	1.00	-0.63	-3.28	-0.58	2.51
16.10	1.00	-0.63	-3.26	-0.60	2.49
16.15	1.00	-0.63	-3.21	-0.63	2.45
16.20	1.00	-0.63	-3.16	-0.66	2.41
16.25	1.00	-0.63	-3.14	-0.68	2.39
16.30	1.00	-0.63	-3.08	-0.71	2.36
16.35	1.00	-0.63	-3.02	-0.74	2.32
16.40	1.00	-0.63	-3.00	-0.75	2.30
16.45	1.00	-0.63	-2.94	-0.78	2.26
16.50	1.00	-0.63	-2.87	-0.80	2.22
16.55	1.00	-0.63	-2.84	-0.82	2.21
16.60	1.00	-0.63	-2.78	-0.84	2.17
16.65	1.00	-0.63	-2.71	-0.86	2.13
16.70	1.00	-0.63	-2.68	-0.87	2.11
16.75	1.00	-0.63	-2.61	-0.89	2.07
16.80	1.00	-0.63	-2.58	-0.90	2.05
16.85	1.00	-0.63	-2.51	-0.92	2.02
16.90	1.00	-0.63	-2.44	-0.94	1.98
16.95	1.00	-0.63	-2.40	-0.95	1.96
17.00	1.00	-0.63	-2.33	-0.96	1.92
17.05	1.00	-0.63	-2.25	-0.98	1.88
17.10	1.00	-0.63	-2.21	-0.98	1.87
17.15	1.00	-0.63	-2.14	-1.00	1.83
17.20	1.00	-0.63	-2.06	-1.01	1.79
17.25	1.00	-0.63	-2.02	-1.01	1.77
17.30	1.00	-0.63	-1.95	-1.02	1.73
17.35	1.00	-0.63	-1.87	-1.03	1.70
17.40	1.00	-0.63	-1.83	-1.03	1.68
17.45	1.00	-0.63	-1.75	-1.03	1.64
17.50	1.00	-0.63	-1.67	-1.04	1.60
17.55	1.00	-0.63	-1.63	-1.04	1.58
17.60	1.00	-0.63	-1.55	-1.04	1.55
17.65	1.00	-0.63	-1.47	-1.04	1.51
17.70	1.00	-0.63	-1.44	-1.03	1.49
17.75	1.00	-0.63	-1.36	-1.03	1.45
17.80	1.00	-0.63	-1.28	-1.03	1.41
17.85	1.00	-0.63	-1.24	-1.02	1.39
17.90	1.00	-0.63	-1.16	-1.01	1.36
17.95	1.00	-0.63	-1.09	-1.01	1.32
18.00	1.00	-0.63	-1.05	-1.00	1.30
18.05	1.00	-0.63	-0.97	-0.99	1.26
18.10	1.00	-0.63	-0.90	-0.98	1.23
18.15	1.00	-0.63	-0.86	-0.97	1.21
18.20	1.00	-0.63	-0.79	-0.96	1.17
18.25	1.00	-0.63	-0.71	-0.94	1.13
18.30	1.00	-0.63	-0.68	-0.93	1.11
18.35	1.00	-0.63	-0.61	-0.91	1.07
18.40	1.00	-0.63	-0.54	-0.89	1.04
18.45	1.00	-0.63	-0.51	-0.88	1.02
18.50	1.00	-0.63	-0.44	-0.86	0.98
18.55	1.00	-0.63	-0.37	-0.84	0.94
18.60	1.00	-0.63	-0.34	-0.82	0.92
18.65	1.00	-0.63	-0.28	-0.80	0.89
18.70	1.00	-0.63	-0.22	-0.77	0.85
18.75	1.00	-0.63	-0.19	-0.76	0.83
18.80	1.00	-0.63	-0.13	-0.73	0.79
18.85	1.00	-0.63	-0.08	-0.70	0.75
18.90	1.00	-0.63	-0.05	-0.69	0.74
18.95	1.00	-0.63	0.00	-0.66	0.70
19.00	1.00	-0.63	0.05	-0.63	0.66
19.05	1.00	-0.63	0.08	-0.61	0.64
19.10	1.00	-0.63	0.12	-0.58	0.60
19.15	1.00	-0.63	0.17	-0.54	0.57
19.20	1.00	-0.63	0.19	-0.53	0.55
19.25	1.00	-0.63	0.23	-0.49	0.51
19.30	1.00	-0.63	0.27	-0.45	0.47
19.35	1.00	-0.63	0.28	-0.44	0.45
19.40	1.00	-0.63	0.32	-0.40	0.41
19.45	1.00	-0.63	0.35	-0.36	0.38
19.50	1.00	-0.63	0.36	-0.34	0.36
19.55	1.00	-0.63	0.39	-0.30	0.32
19.60	1.00	-0.63	0.41	-0.26	0.28
19.65	1.00	-0.63	0.42	-0.24	0.26
19.70	1.00	-0.63	0.44	-0.20	0.23
19.75	1.00	-0.63	0.46	-0.16	0.19
19.80	1.00	-0.63	0.47	-0.14	0.17
19.85	1.00	-0.63	0.48	-0.10	0.13
19.90	1.00	-0.63	0.49	-0.06	0.09
19.95	1.00	-0.63	0.49	-0.04	0.08
